5
1 6 7 4 9 12 6 4 5 9 25 137 1 2 3 4 5
61	58	85	51	7	85	89	61	79	80	64	39	6	99	29	84	52	35	14	83	47	24	61	38	14
61	99	73	76	1	18	84	65	92	17	23	32	74	61	51	78	24	49	79	64	100	53	82	12	97
87	41	15	100	4	61	13	11	37	58	58	69	1	69	24	89	42	37	31	58	38	40	94	23	68
27	62	41	89	93	50	73	48	26	42	33	8	14	83	9	24	44	86	43	16	42	55	45	27	50
85	30	53	27	49	83	88	30	72	68	78	73	72	11	68	100	76	40	3	79	60	21	27	19	92
23	26	68	2	39	72	79	49	50	37	32	5	20	38	15	63	28	55	21	77	53	86	86	25	40
19	25	70	3	97	67	73	21	31	25	39	86	56	39	81	14	96	22	82	69	44	42	67	27	26
15	23	7	17	1	4	95	80	92	18	45	26	97	91	64	60	16	27	50	39	88	61	13	87	46
1	94	95	75	52	35	72	36	34	45	98	52	11	43	23	84	60	63	77	9	44	14	62	42	10
14	96	16	88	12	89	56	6	41	2	8	91	56	35	45	86	9	31	34	24	61	29	4	16	50
12	93	43	48	15	11	53	8	85	91	54	74	7	35	22	57	32	30	55	35	64	96	72	12	6
56	8	94	74	12	63	17	74	10	75	55	8	75	43	21	40	8	53	47	100	14	68	16	71	74
30	20	24	37	58	15	21	85	47	84	54	20	85	56	44	98	81	32	41	91	40	75	2	35	45
43	68	56	31	54	15	10	88	56	84	66	73	40	94	38	74	46	20	69	15	91	81	11	43	58
53	89	89	15	22	27	68	90	76	9	85	26	74	72	48	55	15	43	28	48	57	32	84	38	9
48	51	48	70	100	85	67	90	79	63	99	92	40	19	28	55	76	87	96	19	55	12	87	55	35
54	85	4	75	12	83	96	60	20	28	98	78	57	57	82	89	25	97	41	54	42	18	19	56	68
16	53	95	82	80	17	45	86	7	56	35	98	46	93	11	55	92	73	93	50	45	64	34	11	26
80	5	63	80	100	99	67	19	71	47	46	93	2	37	62	3	64	86	60	86	72	26	64	49	95
35	12	46	12	19	37	76	24	88	43	79	90	94	12	17	14	48	46	67	32	56	44	91	63	46
29	77	24	23	92	81	50	78	4	53	86	62	27	37	70	18	60	5	36	15	96	70	99	5	45
31	38	76	50	88	99	74	19	61	15	41	53	91	62	35	78	52	66	69	65	13	7	50	66	19
55	11	19	92	48	65	6	75	13	35	9	29	36	4	84	75	98	29	49	5	46	20	95	98	52
37	92	9	92	79	79	56	66	87	70	74	51	95	58	36	25	9	46	11	16	95	47	94	37	49
5	87	80	67	46	55	31	38	28	76	32	80	96	44	100	70	74	84	64	90	21	95	66	87	13
44	37	75	73	64	77	54	80	6	43	32	39	45	58	13	43	33	13	32	4	23	66	90	57	58
33	64	28	31	53	2	15	66	7	23	7	85	22	31	67	55	10	28	36	2	32	22	68	42	50
50	53	37	54	26	96	96	81	21	6	92	74	77	94	96	40	44	35	64	63	35	4	32	62	48
99	93	53	93	1	42	34	39	40	2	4	99	17	9	34	2	95	44	72	18	54	6	46	47	52
39	27	56	91	69	87	4	87	66	88	59	46	76	18	13	47	28	13	40	61	18	36	70	53	90
34	69	76	89	86	8	31	66	74	41	55	34	83	86	75	18	67	67	67	50	60	10	97	50	84
43	76	11	47	64	60	26	9	72	92	53	26	7	91	12	27	67	31	65	42	97	47	38	11	9
98	61	99	62	48	19	42	100	96	95	66	55	56	30	72	66	3	59	61	54	6	71	28	10	75
74	36	35	13	25	41	61	10	61	59	25	91	75	29	34	8	69	35	7	81	64	47	64	11	54
50	61	77	87	68	8	60	84	6	44	54	45	55	5	45	97	75	3	34	82	51	84	86	56	63
32	84	55	64	62	57	96	45	29	30	39	53	47	74	17	9	80	15	95	6	96	29	35	84	67
59	42	96	41	11	14	69	74	100	47	21	4	90	3	93	76	4	80	72	6	21	19	48	14	38
75	8	75	39	19	55	14	58	46	49	20	41	44	17	24	24	59	82	28	100	82	86	80	60	13
88	44	43	34	6	74	46	91	82	17	52	60	37	27	52	90	90	14	87	10	7	95	7	34	58
55	20	9	58	38	17	31	43	34	40	56	99	69	39	3	21	39	89	24	7	96	83	12	6	55
69	58	65	62	17	53	9	100	43	33	54	10	68	58	30	24	79	20	54	72	87	93	46	28	65
61	44	68	75	62	69	33	68	99	11	54	31	9	43	31	9	87	50	9	100	97	63	64	49	71
22	30	94	51	13	23	28	92	88	91	25	74	66	41	43	81	55	64	13	62	71	81	74	26	7
39	88	9	35	47	83	97	11	96	2	29	99	75	98	32	41	23	78	17	23	35	22	32	80	48
86	1	50	31	4	30	53	26	23	46	47	28	74	21	97	46	71	35	51	2	13	70	61	18	64
34	14	79	32	49	58	23	98	16	11	62	1	83	36	8	56	32	87	34	85	4	99	82	84	27
94	30	6	18	55	5	3	23	20	46	46	80	10	29	16	48	34	14	49	98	63	86	50	42	68
86	25	56	29	1	28	84	30	40	87	41	80	11	15	70	82	37	13	35	94	96	84	92	73	27
82	8	74	78	98	89	32	88	40	84	61	17	77	10	59	16	17	37	83	81	87	12	81	86	16
39	91	15	34	87	85	58	20	42	64	44	6	68	85	48	30	1	23	46	81	9	3	78	31	21
38	50	13	100	63	93	35	10	72	63	33	83	82	45	23	38	22	74	22	97	13	93	39	85	47
61	10	4	41	20	85	33	21	40	3	32	51	70	11	63	49	97	57	96	24	96	33	66	12	24
13	7	85	48	69	39	28	86	22	97	100	98	30	8	30	45	34	99	95	71	45	90	98	26	34
50	7	96	58	74	39	59	23	90	25	24	61	47	30	56	65	36	75	83	36	31	38	63	28	61
62	94	24	57	79	18	63	88	75	80	51	60	33	75	88	25	26	46	38	55	35	62	70	78	21
17	83	58	47	58	3	16	75	17	16	61	69	19	80	85	72	66	25	33	23	17	34	48	17	49
82	26	91	34	95	85	73	66	15	41	46	50	57	23	61	64	58	64	69	71	79	3	100	35	80
92	7	4	71	12	79	27	99	57	49	37	27	52	3	62	58	45	25	30	29	74	84	14	52	77
56	19	59	27	74	22	89	12	51	66	65	20	69	66	44	39	95	63	18	32	58	77	50	6	9
38	89	67	88	62	81	8	90	9	52	44	37	83	42	2	46	99	84	57	95	17	81	64	87	25
99	88	81	40	38	72	21	60	9	99	5	78	90	27	1	3	32	16	77	37	2	2	92	9	67
26	42	1	67	58	59	36	5	45	76	74	89	58	40	65	49	62	63	87	70	4	43	98	28	21
52	93	61	95	56	72	15	30	50	5	90	45	100	14	71	27	31	33	25	27	35	29	48	100	14
96	27	72	92	4	80	50	24	32	31	54	100	74	20	64	41	63	66	15	41	46	83	8	63	1
50	10	61	54	37	63	91	66	34	87	3	33	87	99	16	12	32	94	98	77	36	61	91	70	36
86	28	25	100	3	41	53	59	69	63	54	15	21	39	19	70	20	81	8	55	92	40	11	92	44
22	60	12	15	69	92	57	100	49	35	73	2	68	18	75	66	14	39	51	64	88	83	25	40	80
86	23	86	91	84	40	97	90	40	10	51	54	27	87	57	14	24	70	5	29	52	5	87	5	39
82	81	20	52	68	27	27	40	14	7	76	98	81	49	64	74	85	38	90	8	90	30	77	20	20
11	25	82	28	27	6	16	91	5	36	7	4	46	46	37	18	30	31	88	30	83	62	59	30	71
16	44	84	11	3	100	46	27	8	75	31	14	6	7	39	45	55	87	33	41	30	68	39	69	87
23	32	63	17	37	43	72	90	40	38	17	91	68	94	96	2	18	60	46	41	39	36	17	29	31
77	87	16	9	16	61	93	29	29	11	16	99	99	20	97	88	88	14	38	40	73	18	100	7	78
48	12	63	32	31	15	30	84	53	66	92	42	67	63	78	29	1	43	15	78	75	7	61	68	88
47	94	33	3	1	96	92	52	87	72	24	82	89	43	95	31	41	16	95	19	71	35	42	29	4
7	58	98	54	1	88	48	14	67	81	10	44	56	38	48	72	52	14	86	91	18	33	68	39	34
69	28	58	58	44	30	76	87	30	60	10	64	60	88	34	77	46	59	1	99	41	92	36	34	77
71	30	66	24	18	57	78	82	11	75	89	76	47	65	82	44	6	89	72	26	40	95	3	37	58
56	34	23	10	29	93	16	52	71	18	58	46	92	20	92	7	97	44	68	21	48	84	18	3	76
69	96	7	66	66	2	11	9	52	23	35	87	24	47	30	41	6	96	20	68	43	8	11	25	4
20	38	14	18	69	29	93	79	44	22	71	50	69	5	60	49	81	36	79	43	14	7	85	96	38
10	68	11	98	7	78	58	10	100	4	97	87	8	50	83	87	34	20	48	43	1	7	61	49	91
10	17	79	15	38	41	19	34	30	80	32	84	31	6	48	33	62	21	34	45	88	61	7	55	38
22	32	73	50	14	76	23	66	90	77	42	45	37	3	66	54	36	90	24	22	68	98	94	87	51
52	3	94	4	93	70	88	88	73	85	59	45	76	53	74	33	18	47	36	54	48	66	87	75	34
67	11	52	60	27	93	95	77	23	65	70	90	54	10	30	69	87	41	59	1	81	48	25	30	38
6	41	58	94	87	41	77	94	69	33	19	86	63	22	53	46	85	93	60	82	89	14	31	78	95
31	17	75	87	8	70	32	35	46	92	63	63	31	71	24	7	89	87	7	71	100	99	80	50	13
72	33	12	16	19	22	7	75	18	94	74	65	44	32	20	46	85	72	96	24	81	34	57	44	10
62	80	69	27	53	81	47	31	87	64	25	57	98	97	51	31	60	47	78	17	55	34	53	86	89
65	92	25	52	83	54	23	55	52	37	36	75	93	38	87	100	69	82	29	66	55	80	51	30	9
15	40	8	54	44	58	45	43	5	39	7	65	29	81	79	3	11	17	31	30	24	47	59	16	43
23	95	41	48	63	10	46	5	63	64	70	97	62	90	91	95	80	69	11	75	52	28	33	57	15
52	60	69	20	49	18	27	81	19	42	97	61	43	12	67	95	75	6	61	2	55	55	46	86	99
99	46	2	73	56	52	20	15	67	12	4	76	71	17	54	91	73	4	30	4	47	38	9	39	53
26	98	97	43	12	18	2	87	76	41	65	67	8	51	7	8	65	66	56	18	40	72	21	43	6
98	52	79	72	32	35	95	76	90	47	90	70	69	39	23	5	48	44	28	95	18	14	63	39	61
46	27	38	14	46	1	10	7	23	13	40	18	41	8	93	65	80	63	4	58	97	79	67	55	54
79	46	3	47	54	41	97	99	47	25	22	87	27	12	22	34	15	28	44	10	34	92	67	23	28
94	96	45	53	21	34	9	53	86	76	82	96	66	54	80	51	52	1	5	98	73	86	79	99	11
84	35	44	96	23	64	81	33	74	16	18	92	59	55	35	85	47	59	45	84	44	42	28	33	27
10	88	2	33	24	98	15	80	11	72	71	11	82	71	44	36	74	47	28	71	43	59	75	70	77
78	38	11	38	89	46	96	30	93	43	67	39	76	72	41	81	79	11	13	48	82	14	32	76	34
26	52	78	13	97	27	45	6	20	63	78	7	31	33	57	49	33	97	100	75	23	35	99	98	33
82	95	16	55	4	36	39	100	82	88	55	93	28	48	93	28	89	81	92	13	74	27	11	29	27
97	88	52	50	17	4	41	21	92	87	86	82	48	62	60	14	48	2	42	37	68	54	12	45	73
28	50	86	24	74	96	9	39	2	62	98	54	97	97	86	45	79	52	49	9	81	82	51	11	30
29	37	65	68	91	29	100	5	62	34	23	49	98	4	84	36	87	99	22	17	92	83	72	85	88
94	32	5	93	18	96	100	84	58	50	56	28	100	36	66	13	84	77	19	84	69	28	24	50	96
85	24	74	71	17	93	99	99	41	94	57	97	47	89	80	39	86	76	75	81	16	89	22	52	43
16	85	41	62	62	68	87	12	25	90	66	82	10	18	25	82	13	36	43	70	73	37	10	62	72
66	46	73	15	51	76	27	44	71	52	13	16	1	12	17	64	19	25	63	86	60	3	5	77	47
96	74	47	80	14	43	71	48	9	31	37	2	48	1	73	6	70	78	88	77	81	68	75	57	20
55	78	85	12	90	41	5	40	77	63	49	46	20	99	51	35	68	56	26	3	39	38	25	92	40
34	56	75	83	49	53	70	90	40	23	13	84	14	4	53	31	99	99	8	14	62	69	84	71	9
25	88	70	38	13	44	43	54	7	69	29	57	35	60	18	14	6	23	90	48	68	49	23	89	76
70	60	93	73	22	93	77	30	63	18	9	77	27	98	45	47	89	59	67	48	67	80	3	89	11
15	40	91	36	61	21	82	57	66	68	87	26	56	23	87	85	7	48	39	34	43	76	96	92	81
21	45	14	37	15	93	70	2	15	20	55	64	47	95	63	51	16	79	12	58	85	63	20	84	6
12	70	23	39	52	95	76	47	50	72	63	34	38	93	8	67	62	75	54	40	21	56	76	38	96
76	51	29	37	4	15	31	78	6	30	60	28	58	44	92	28	37	34	6	49	22	68	58	39	81
38	30	64	54	14	22	82	89	57	17	57	52	41	12	20	87	48	44	11	53	36	47	17	4	5
21	33	63	75	53	95	93	36	11	42	65	38	71	2	83	18	94	55	51	60	53	20	14	88	19
30	9	98	84	72	89	68	72	9	55	63	95	49	95	70	14	32	46	78	38	54	59	95	51	59
40	1	81	81	35	7	73	82	34	62	61	4	91	45	60	57	35	17	55	87	65	40	9	14	15
10	100	59	33	43	70	69	36	55	86	82	79	12	77	75	70	75	73	49	90	76	20	8	41	22
93	42	99	24	93	15	51	60	77	14	56	70	63	14	22	99	3	69	7	1	80	2	91	97	89
70	61	55	18	67	58	25	30	35	8	26	99	51	51	99	26	41	41	95	79	2	78	10	52	100
58	45	50	69	31	37	34	25	28	46	89	16	33	48	92	8	49	40	47	94	74	81	24	31	85
35	52	62	2	92	77	35	9	82	77	4	21	18	60	65	13	6	59	96	58	32	40	11	66	18
87	41	37	43	97	60	21	50	27	42	73	81	61	81	15	87	64	7	63	72	3	96	5	57	62
41	27	53	67	22	94	49	28	81	44	77	27	64	79	56	69	78	38	60	30	21	96	89	33	56
68	2	59	18	63	52	14	83	4	14	70	38	11	23	75	54	81	37	84	10	3	90	19	30	65
82	44	26	13	57	98	92	79	14	56	27	1	21	82	66	57	32	54	92	45	71	35	50	86	86
73	19	80	32	46	16	96	43	58	98	84	2	60	70	70	98	70	76	48	17	89	42	18	12	28
73	13	59	57	91	20	95	17	13	54	68	91	37	91	39	17	54	65	83	71	98	18	17	50	44
24	1	67	39	16	8	77	17	64	52	38	56	8	69	69	53	31	81	69	79	76	100	99	73	73
97	73	30	25	28	41	88	40	27	70	92	47	65	77	24	67	27	75	52	1	19	16	11	100	9
44	75	99	42	44	71	78	61	83	25	99	4	82	93	3	64	53	27	8	48	97	17	45	29	40
97	95	29	80	72	41	37	29	1	29	17	32	37	6	39	76	52	32	2	63	6	88	66	4	13
5	44	77	4	41	1	37	65	54	93	100	55	100	13	15	70	46	74	71	43	58	53	50	74	66
39	79	27	62	60	6	50	85	31	83	67	13	64	49	43	42	18	93	69	10	60	57	16	50	85
82	49	16	48	4	91	98	97	18	27	78	85	32	48	73	26	20	3	16	52	4	84	66	44	43
86	6	40	76	58	36	31	44	53	37	51	57	67	10	11	100	43	75	89	49	80	12	90	6	11
13	83	10	75	56	84	68	25	79	56	100	5	1	84	100	38	68	87	1	28	24	46	89	35	25
2	66	25	36	20	10	58	37	84	3	75	50	33	66	38	52	43	63	47	53	67	36	72	53	8
21	69	43	99	63	18	6	66	98	82	40	24	23	22	26	78	48	87	80	86	13	29	35	65	34
99	15	57	51	84	78	27	78	38	27	69	90	13	13	95	28	94	21	11	23	34	99	74	45	13
2	76	9	1	65	22	10	72	60	45	68	78	29	65	1	83	71	73	82	98	59	60	72	49	61
56	21	22	11	95	72	85	73	76	21	4	94	82	37	1	43	45	85	72	3	27	37	82	1	47
57	4	83	7	5	64	1	69	93	33	62	20	68	4	49	22	39	91	18	97	51	8	23	77	42
59	67	72	73	97	19	99	29	32	86	39	71	51	56	55	32	42	34	22	23	94	87	39	13	41
68	23	97	57	32	23	63	57	50	76	54	77	48	72	75	6	99	68	2	24	34	39	66	9	51
14	60	94	22	70	2	78	97	70	66	46	84	25	51	28	96	23	63	22	51	48	24	58	97	56
8	46	78	96	89	87	10	73	81	83	25	83	46	18	68	51	24	39	8	1	2	54	64	42	69
3	77	88	43	8	46	20	49	7	7	19	1	52	30	89	50	34	21	54	21	78	32	21	67	97
15	74	92	66	23	84	3	62	97	78	24	88	56	58	48	31	93	51	52	74	8	95	58	97	79
17	20	53	83	65	62	9	30	3	96	61	18	51	96	64	20	99	12	5	4	42	17	39	100	92
87	57	95	16	86	40	15	55	100	87	24	69	52	83	32	54	67	72	7	31	31	35	51	63	62
39	22	9	6	99	79	83	2	53	75	68	63	54	27	99	45	8	12	87	10	65	17	70	86	39
70	11	76	46	53	96	88	3	42	29	39	74	65	57	30	54	11	47	4	25	59	24	8	84	30
52	21	61	44	41	6	46	97	44	6	46	50	19	93	9	91	6	32	88	35	18	89	40	29	25
81	39	38	13	18	12	34	13	25	30	70	81	63	57	74	93	31	86	16	72	80	40	91	85	6
35	80	67	7	87	96	62	39	68	38	90	38	6	62	75	8	94	73	58	35	56	9	18	15	23
84	12	65	73	59	14	46	71	9	16	66	76	13	95	49	4	93	47	13	89	9	52	45	17	36
79	40	49	56	13	15	22	65	10	50	72	75	57	82	80	8	36	67	44	58	93	9	5	37	29
20	77	41	55	27	66	10	27	41	97	41	45	54	81	41	3	39	36	5	17	65	89	22	24	70
16	39	27	16	99	82	11	8	33	73	43	80	83	45	63	74	100	89	10	64	88	17	56	49	17
48	80	75	82	93	59	18	89	32	16	40	23	70	73	81	62	37	97	78	9	54	97	98	57	33
19	19	8	68	78	72	32	36	86	33	35	89	28	60	36	31	16	69	100	87	66	26	100	72	23
42	52	70	3	32	48	10	60	29	28	21	98	49	57	5	18	49	37	80	67	71	75	65	42	61
35	6	4	69	57	39	22	79	94	47	43	48	15	19	7	28	42	91	48	80	66	85	61	18	62
1	6	4	41	68	98	71	82	51	33	67	54	26	72	17	54	65	10	44	45	42	81	99	76	24
97	60	46	31	36	31	74	63	30	77	5	5	28	5	52	44	28	15	16	37	17	81	15	70	82
38	69	81	27	90	25	28	22	95	1	53	88	99	31	3	37	77	78	98	97	87	22	12	39	82
37	56	10	8	35	86	44	70	10	65	32	65	66	63	94	24	36	75	19	88	97	31	24	42	11
18	15	100	92	61	16	5	11	9	100	6	25	18	90	47	70	55	45	4	71	53	90	61	86	88
51	3	22	27	20	78	73	66	40	78	8	39	21	17	19	19	14	61	55	46	94	99	46	31	66
3	29	53	14	55	71	22	8	79	56	20	98	61	46	13	80	91	53	100	60	13	70	15	42	67
28	87	96	28	51	2	31	68	97	82	41	32	98	100	45	63	41	58	69	13	76	95	78	30	40
71	75	72	71	91	93	90	52	72	99	7	77	57	72	72	2	31	85	1	41	71	24	25	82	30
55	61	83	85	45	49	76	40	28	42	92	60	71	8	72	39	90	87	82	45	41	24	70	90	31
48	78	77	54	26	27	33	91	56	10	86	64	70	83	97	34	97	56	88	96	78	49	46	39	87
36	48	5	99	3	33	35	50	27	32	87	89	86	89	46	31	12	27	3	38	67	8	27	50	32
1	58	53	8	10	86	60	49	63	26	37	99	4	34	46	85	7	70	51	52	59	49	34	68	52
63	5	89	22	46	34	44	97	74	68	48	68	85	79	34	43	4	41	8	34	93	10	54	78	55
25	12	36	14	75	79	3	48	9	88	1	82	46	98	60	83	53	68	73	89	27	23	62	90	51
21	2	66	74	55	91	33	1	75	35	86	54	39	83	27	14	62	75	54	1	28	50	74	65	13
86	5	30	29	72	54	66	91	22	98	21	49	62	78	68	76	15	5	30	80	7	52	58	50	69
62	51	92	74	83	100	38	35	81	14	23	93	48	14	79	4	86	51	12	15	71	20	35	11	52
43	61	69	15	9	80	10	44	91	68	95	58	59	60	94	36	60	97	9	79	14	71	47	91	95
46	53	28	10	77	88	93	78	32	19	70	96	32	36	85	62	7	22	55	53	3	75	41	19	99
47	27	78	74	75	69	4	26	92	41	53	87	31	9	2	41	25	29	66	82	55	12	98	33	92
12	65	73	77	1	12	61	61	99	20	27	60	48	5	88	77	18	36	57	65	91	90	25	21	3
83	65	75	54	83	83	24	74	38	22	29	58	62	90	41	46	14	33	21	42	66	55	21	80	47
46	25	23	81	27	65	66	60	76	62	30	46	83	79	65	15	15	2	84	63	30	77	64	57	26
19	73	95	95	44	66	30	62	96	52	24	71	5	22	53	55	66	99	37	43	26	61	97	78	83
85	76	77	37	59	95	90	89	70	35	84	92	40	66	76	9	66	79	83	92	30	43	34	8	44
59	23	17	64	79	80	99	45	88	32	24	50	35	100	13	81	15	31	45	82	70	79	79	7	61
83	99	81	83	63	37	37	83	54	19	53	66	69	34	94	61	9	93	86	69	63	95	71	45	88
39	83	56	94	72	6	60	75	10	41	5	95	88	89	92	82	4	82	42	95	15	56	88	65	37
83	59	43	100	10	49	24	68	44	57	87	26	57	56	49	8	35	13	30	28	53	100	100	41	32
73	50	68	8	50	87	74	80	77	45	23	49	8	58	10	28	30	35	96	66	78	37	93	26	8
37	42	7	9	45	44	79	1	77	16	43	76	64	15	87	41	52	70	22	34	13	3	5	80	83
48	77	9	61	75	12	24	82	19	26	61	33	3	19	71	16	14	82	36	78	17	6	5	38	97
14	56	17	54	100	27	82	74	3	6	16	42	21	39	30	79	85	45	71	88	31	34	81	94	54
60	90	63	90	5	53	98	85	29	28	45	93	80	66	42	43	10	52	94	42	4	52	96	15	69
1	82	53	32	71	3	42	8	9	51	97	72	47	84	48	60	75	90	62	12	52	12	15	87	21
2	29	73	66	42	40	98	9	24	63	38	79	62	12	42	6	65	96	1	3	50	12	40	11	11
84	33	59	88	62	56	50	52	94	15	33	87	71	73	75	84	99	66	21	71	30	100	25	22	23
41	10	46	91	79	39	11	40	85	99	78	94	76	54	61	22	31	30	38	78	4	37	82	19	33
68	88	10	8	23	93	41	99	13	49	5	84	33	13	29	95	59	35	98	55	54	15	17	18	34
87	91	18	3	23	30	77	19	97	84	3	58	22	47	32	68	14	26	65	4	44	38	93	73	41
68	22	63	79	75	55	90	97	93	65	57	21	52	51	49	51	25	94	80	89	84	65	41	66	33
48	64	10	13	32	65	34	68	91	47	46	26	88	100	4	94	54	97	65	39	20	30	13	17	28
24	77	89	27	86	49	56	60	55	58	65	100	56	98	34	44	34	16	3	78	6	45	86	89	24
69	14	53	36	64	4	20	4	12	24	73	59	34	79	32	64	81	32	98	34	5	66	22	73	82
29	67	13	11	32	78	2	41	29	65	59	27	54	89	9	53	87	38	19	56	30	77	18	62	42
53	42	77	28	5	2	19	87	40	99	23	61	23	4	77	7	16	31	65	75	83	12	41	24	46
41	99	86	24	41	47	2	36	75	30	33	6	23	4	95	99	86	97	34	31	16	97	39	3	60
9	90	50	25	15	37	94	96	22	7	14	37	37	30	89	36	66	66	85	64	41	88	9	47	14
30	4	97	91	66	27	80	57	35	73	42	85	65	36	69	44	42	67	96	49	68	70	48	15	48
72	7	39	13	94	90	8	77	10	70	17	99	37	25	41	54	12	4	97	70	79	1	93	82	85
54	8	11	88	22	40	73	25	45	38	68	51	75	35	11	36	29	92	34	57	91	20	100	57	2
27	46	17	22	20	32	82	70	8	3	86	18	5	49	24	70	82	47	77	49	92	72	83	67	19
36	76	66	27	91	57	47	31	97	75	54	74	45	94	34	87	80	94	79	78	25	82	69	73	29
93	31	59	91	18	65	97	24	61	74	98	48	12	72	69	11	34	74	78	47	77	59	17	19	15
13	68	57	100	27	19	93	73	48	15	97	17	46	70	58	46	40	66	85	88	58	30	15	38	46
26	74	15	85	37	10	36	68	47	54	55	29	79	11	19	4	46	29	16	7	38	25	8	100	40
51	28	85	64	57	22	9	55	54	24	71	4	5	54	33	10	59	9	22	62	71	6	61	67	51
82	50	42	30	43	35	3	59	57	53	90	51	20	89	18	55	91	84	79	81	8	7	46	79	37
67	52	5	88	48	21	65	82	78	99	62	91	49	51	75	35	74	23	11	53	97	28	63	35	13
47	53	66	7	27	73	61	24	52	63	71	16	87	22	19	16	2	97	73	86	59	59	16	66	81
22	75	33	12	72	100	46	64	22	98	93	7	34	90	97	27	12	94	97	65	33	1	56	72	83
52	35	37	46	22	25	3	31	82	55	1	37	85	49	23	12	60	19	63	47	99	33	42	65	79
89	28	23	48	82	89	99	87	49	59	55	78	97	25	44	4	16	27	86	96	27	91	63	7	100
93	20	18	70	97	93	20	86	37	86	53	28	7	78	81	10	38	66	19	66	18	29	66	76	47
46	61	22	59	54	47	58	15	7	78	32	82	15	33	39	2	89	40	77	24	75	39	81	100	9
9	67	74	22	56	21	18	94	95	40	22	6	88	11	80	36	57	66	89	53	73	12	90	67	91
28	85	61	83	46	42	34	21	5	96	41	91	2	68	17	10	88	40	72	77	21	3	2	48	5
72	11	56	66	20	25	86	20	33	61	96	76	20	56	17	48	39	77	61	4	48	39	12	41	1
35	91	19	60	94	5	10	82	62	56	27	81	29	38	33	76	64	9	20	3	43	28	59	65	81
